UserID	CogNameObjectName	PictureLarge	PictureThumbnail	Location	City	7 N/A	Country	BusinessType	MeaningOrigin	Tags	Website	Likes	OwnAdmire
2	Barnet Associates LLC	ImageCogNameObjects/2/2__fullsize_20120212225349.jpg	ImageCogNameObjects/2/2__thumb_20120212225349.jpg	Connecticut	(null)	State	(null)	Consulting	(null)	technology	www.BarnetAssociates.com	0	(null)
3	Petit Robert Bistro	(null)	(null)	Boston, MA	(null)	State	(null)	Restaurant	(null)	Causal, French, Bistro, Fondue	(null)	0	(null)
3	Pawsh Dog Boutique & Salon	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Pet Store	(null)	Boutique, salon, pets, dogs, dog food, dog grooming, pet grooming	www.pawshboston.com/	0	(null)
3	Gloucester Street Cigar Co.	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Tobacco Shop	(null)	Cigars, Cigar Shop, Smoke Shop	(null)	0	(null)
3	Fenway Garden Society	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Association	(null)	Victory Garden, World War II, Historic, Gardens, Flowers	www.fenwayvictorygardens.com/	0	(null)
3	Anthony Pino Salon	(null)	(null)	Back Bay	Boston	State	United States	Beauty Salon	(null)	Hair, Spa, Beauty, Personal Care, Salon	www.facebook.com/pages/Anthony-Pino-Salon/116328145054199	0	Admired
3	Soodee	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Clothing Store	(null)	Boutique, Clothing Store, Women’s Clothing, Formal Wear, Dress Shop	soodee.com/	0	(null)
3	Sonsie Restaurant	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Restaurant	(null)	Pizza, Restaurant, Bar, International, Wine	sonsieboston.com/ 	0	(null)
3	Emack & Bolio's Ice Cream	(null)	(null)	Boston, MA	(null)	State	(null)	Ice Cream Shop	(null)	Ice Cream, Dessert	www.emackandbolios.com/	0	(null)
3	Fat Tony's Sports	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Sportswear	(null)	Sportswear, Apparel, Retail Store, Sporting Goods, Jerseys, Fitted Caps, Hats	www.fat-tonys.com/	0	(null)
3	The Hempest	(null)	(null)	Boston, MA (Multiple Locations)	(null)	State	(null)	Clothing Store	(null)	Clothing Store, Organic, Hemp, Smoke Shop	store.hempest.com/catalog/	0	(null)
3	Back Bay Hardware	(null)	(null)	Back Bay	Boston	State	United States	Hardware Store	(null)	Hardware Store, Home Improvement, Plumbing, Paint, Electrical, Key Duplication, Light Bulbs, House Supplies	www.backbayhardware.com/	0	Admired
3	Jean's Dressmaking	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Dressmaker	(null)	Clothing Store, Boutique, Women’s Clothing, Formal Wear, Dress Shop	(null)	0	(null)
3	Brass Monkey	(null)	(null)	Meatpacking District (New York, NY)	(null)	State	(null)	Restaurant/Bar	(null)	Bar, Restaurant, Comfort Food, Craft Beer	brassmonkeynyc.com/	1	(null)
3	Ossining Hardware	(null)	(null)	Ossining, NY	(null)	State	(null)	Hardware Store	(null)	Hardware Store, Home Improvement, Plumbing, Paint, Electrical, Key Duplication, Light Bulbs, House Supplies	(null)	1	(null)
3	Haberman Hardware Corporation	(null)	(null)	Holyoke, MA	(null)	State	(null)	Hardware Store	(null)	Hardware Store, Home Improvement, Plumbing, Paint, Electrical, Key Duplication, Light Bulbs, House Supplies	(null)	0	(null)
3	Back Bay Bicycles	(null)	(null)	Back Bay	Boston	State	United States	Bicycle Shop	(null)	Sporting Goods, Bicycles, Retail, Equipment Rental, Bike, Transportation, Travel	backbaybicycles.com/	0	Admired
3	The Tennis & Racquet Club	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Athletic Club	(null)	Athletic Club, Sports Club, Tennis, Racquetball, Squash, Social Club	www.tandr.org/index.html	0	(null)
3	b.good	(null)	(null)	(null)	(Multiple Locations)	State	United States	Restaurant	(null)	Fast Food, Restaurant, Local, Turkey, Burgers, Salad, Milkshakes	www.bgood.com/index.php	0	Admired
3	Daisy Buchanan's	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Restaurant/Bar	(null)	Restaurant, Bar, Pub, Alist	www.daisybuchanansboston.com/	0	(null)
3	Stephanie's on Newbury	(null)	(null)	Boston, MA (Multiple Locations)	(null)	State	(null)	Restaurant/Bar	(null)	Restaurant, Bar, Comfort Food, Sophisticated	stephaniesonnewbury.com/about.html	0	(null)
3	L'elite	(null)	(null)	Back Bay (Boston, MA)	(null)	State	(null)	Bridal Shop	(null)	Bridal Shop, Boutique, Women's Clothing, Special Occasions, Atelier, Accessories, Shoes	www.lelite.com/intro/	0	(null)
3	Collen IP	(null)	(null)	Ossining, NY	(null)	State	(null)	Law Firm	(null)	Law, Intellectual Property, Trademark, Patent, Brands, Branding, Protection, 	collenip.com/	0	(null)
3	COGNAME.com	/ImageCogNameObjects/3/3_1_fullsize_20130104084927.gif	(null)	(null)	Boston	State	United States	Website	A fusion of 'cognate' and 'name'	Website, Database, Names, Naming, Protection, Social Media	www.cogname.com/	1	Owned
3	The Rising Loafer	(null)	(null)	Bay Area, CA	(null)	State	(null)	Restaurant	(null)	Café, Bakery, Restaurant, Breakfast, Catering	www.risingloaferpleasanton.com/Site/Welcome.html	0	(null)
3	The Hop Yard	(null)	(null)	Pleasanton, CA	(null)	State	(null)	Restaurant/Bar	(null)	Restaurant, Bar, Microbrew, Microbrewery, Alehouse, Grill, American	www.hopyard.com/	0	(null)
3	Juan More Taco	(null)	(null)	Fremont, CA	(null)	State	(null)	Restaurant	(null)	Restaurant, Taqueria, Tacos, Mexican	(null)	0	(null)
3	Every Dog Has its Day Care	(null)	(null)	Emeryville, CA	(null)	State	(null)	Pet Daycare	(null)	Pets, Daycare, Boarding, Pet Sitting, Dogs	www.everydog.com/	0	(null)
3	Pans on Fire	(null)	(null)	Pleasanton, CA	(null)	State	(null)	Cookware, Cooking School	(null)	Cookware, Cooking School, Appliances, Cutlery, Cooking Classes, Events	www.pansonfire.com/index.html	0	(null)
3	Know Knew Books	(null)	(null)	Palo Alto, CA	(null)	State	(null)	Book Store	(null)	Used Books, Book Store	knowknewbooks.com/	0	(null)
3	Hour Place	(null)	(null)	Capitola, CA	(null)	State	(null)	Clock Store	(null)	Clocks, Music Boxes, Novelties, Watches	www.hourplace.com/store/index.php	0	(null)
3	Mangy Moose	(null)	(null)	Jackson Hole, WY	(null)	State	(null)	Restaurant/Bar	(null)	Restaurant, Bar, American, Saloon, Live Band, Music	mangymoose.com/	0	(null)
3	Chantilly Ice Cream	(null)	(null)	202 Park Avenue, Laguna Beach, CA  92651	(null)	State	(null)	Ice Cream Shop	(null)	Ice Cream, Frozen, Desserts	(null)	0	(null)
3	Anything Canine	(null)	(null)	357 S. Coast Highway	Laguna Beach	State	United States	Pet Store	(null)	Pets, salon, boutique, dogs, grooming, spa, pet supplies	www.anythingcanine.com/	0	Admired
3	Watermarc Restaurant	(null)	(null)	448 S. Coast Highway, Laguna Beach, CA  92651	(null)	State	(null)	Restaurant	(null)	American, tapas, restaurant, dining, wine, cocktails	www.watermarcrestaurant.com/	0	(null)
3	C.L. Benton & Sons	(null)	(null)	706 38th Ave. N. Myrtle Beach, SC 29577	(null)	State	(null)	Contractor	(null)	contractor, construction	www.clbenton.com/	0	(null)
3	Cagney's Old Place	(null)	(null)	9911 N. Kings Hwy. Myrtle Beach, SC 29572	(null)	State	(null)	Restaurant	(null)	restaurant, steakhouse, bar	www.cagneysoldplace.com/	0	(null)
3	Dargan Construction Co., Inc.	(null)	(null)	900 8th Ave. N. Myrtle Beach, SC 29577	(null)	State	(null)	Contractor	(null)	contractor, construction	www.darganconstruction.com/	0	(null)
3	Hussey Motor Co., Inc.	(null)	(null)	702 Alder Street Myrtle Beach, SC 29577	(null)	State	(null)	Automotive Repair	(null)	automotive repair, garage, maintenance, mechanics, towing	www.husseymotors.com/	0	(null)
3	Indigo Inn	(null)	(null)	Myrtle Beach and Charleston, SC	(null)	State	(null)	Hotel/Motel	(null)	hotel, motel, lodging, luxury	www.indigoinn.com/	0	(null)
3	Law Offices of N. David DuRant & Associates, PA	(null)	(null)	1801 Glenns Bay Road Surfside Beach, SC 29587	(null)	State	(null)	Law Firm	(null)	law firm, lawyers		0	(null)
